scenario,waypoint,distance_along_m,rx_config_index,rx_config_name,mean_snr_db,capacity_bits_s_hz,time_s,tx_center_x_m,tx_center_y_m,tx_center_z_m
linear_wolens,10,9.5,3,Simul_+1,-1.9,0.71,9.5,0.0,0.0,2.0
linear_wolens,10,9.5,4,Simul_0,-2.6,0.63,9.5,0.0,0.0,2.0
linear_wolens,10,9.5,5,Simul_-1,-2.0,0.7,9.5,0.0,0.0,2.0
linear_wolens,10,9.5,6,Simul_-2,-2.4,0.65,9.5,0.0,0.0,2.0
linear_wolens,10,9.5,7,Simul_-3,-2.2,0.68,9.5,0.0,0.0,2.0
linear_wolens,10,9.5,8,Simul_-4,-2.1,0.69,9.5,0.0,0.0,2.0
linear_wolens,11,10.45,0,Simul_+4,-1.6,0.75,10.45,0.0,0.9499999999999992,2.0
linear_wolens,11,10.45,1,Simul_+3,-1.6,0.75,10.45,0.0,0.9499999999999992,2.0
linear_wolens,11,10.45,2,Simul_+2,-1.6,0.75,10.45,0.0,0.9499999999999992,2.0
linear_wolens,11,10.45,3,Simul_+1,-1.6,0.75,10.45,0.0,0.9499999999999992,2.0
linear_wolens,11,10.45,4,Simul_0,-1.7,0.75,10.45,0.0,0.9499999999999992,2.0
linear_wolens,11,10.45,5,Simul_-1,-1.6,0.75,10.45,0.0,0.9499999999999992,2.0
linear_wolens,11,10.45,6,Simul_-2,-1.7,0.74,10.45,0.0,0.9499999999999992,2.0
linear_wolens,11,10.45,7,Simul_-3,-1.6,0.75,10.45,0.0,0.9499999999999992,2.0
linear_wolens,11,10.45,8,Simul_-4,-1.7,0.74,10.45,0.0,0.9499999999999992,2.0
linear_wolens,12,11.4,0,Simul_+4,-1.3,0.79,11.4,0.0,1.9000000000000004,2.0
linear_wolens,12,11.4,1,Simul_+3,-1.3,0.8,11.4,0.0,1.9000000000000004,2.0
linear_wolens,12,11.4,2,Simul_+2,-1.3,0.79,11.4,0.0,1.9000000000000004,2.0
linear_wolens,12,11.4,3,Simul_+1,-1.3,0.79,11.4,0.0,1.9000000000000004,2.0
linear_wolens,12,11.4,4,Simul_0,-1.3,0.8,11.4,0.0,1.9000000000000004,2.0
linear_wolens,12,11.4,5,Simul_-1,-1.3,0.79,11.4,0.0,1.9000000000000004,2.0
linear_wolens,12,11.4,6,Simul_-2,-1.3,0.8,11.4,0.0,1.9000000000000004,2.0
linear_wolens,12,11.4,7,Simul_-3,-1.3,0.8,11.4,0.0,1.9000000000000004,2.0
linear_wolens,12,11.4,8,Simul_-4,-1.3,0.8,11.4,0.0,1.9000000000000004,2.0
linear_wolens,13,12.35,0,Simul_+4,-1.0,0.84,12.35,0.0,2.85,2.0
linear_wolens,13,12.35,1,Simul_+3,-0.9,0.85,12.35,0.0,2.85,2.0
linear_wolens,13,12.35,2,Simul_+2,-0.9,0.85,12.35,0.0,2.85,2.0
linear_wolens,13,12.35,3,Simul_+1,-0.9,0.85,12.35,0.0,2.85,2.0
linear_wolens,13,12.35,4,Simul_0,-0.9,0.85,12.35,0.0,2.85,2.0
linear_wolens,13,12.35,5,Simul_-1,-0.9,0.85,12.35,0.0,2.85,2.0
linear_wolens,13,12.35,6,Simul_-2,-1.0,0.84,12.35,0.0,2.85,2.0
linear_wolens,13,12.35,7,Simul_-3,-1.0,0.83,12.35,0.0,2.85,2.0
linear_wolens,13,12.35,8,Simul_-4,-1.1,0.82,12.35,0.0,2.85,2.0
linear_wolens,14,13.3,0,Simul_+4,-0.8,0.86,13.3,0.0,3.8000000000000007,2.0
linear_wolens,14,13.3,1,Simul_+3,-0.7,0.87,13.3,0.0,3.8000000000000007,2.0
linear_wolens,14,13.3,2,Simul_+2,-0.7,0.87,13.3,0.0,3.8000000000000007,2.0
linear_wolens,14,13.3,3,Simul_+1,-0.8,0.86,13.3,0.0,3.8000000000000007,2.0
linear_wolens,14,13.3,4,Simul_0,-0.9,0.85,13.3,0.0,3.8000000000000007,2.0
linear_wolens,14,13.3,5,Simul_-1,-1.0,0.84,13.3,0.0,3.8000000000000007,2.0
linear_wolens,14,13.3,6,Simul_-2,-1.1,0.82,13.3,0.0,3.8000000000000007,2.0
linear_wolens,14,13.3,7,Simul_-3,-1.2,0.8,13.3,0.0,3.8000000000000007,2.0
linear_wolens,14,13.3,8,Simul_-4,-1.2,0.8,13.3,0.0,3.8000000000000007,2.0
linear_wolens,15,14.25,0,Simul_+4,-1.0,0.84,14.25,0.0,4.75,2.0
linear_wolens,15,14.25,1,Simul_+3,-1.0,0.83,14.25,0.0,4.75,2.0
linear_wolens,15,14.25,2,Simul_+2,-1.1,0.83,14.25,0.0,4.75,2.0
linear_wolens,15,14.25,3,Simul_+1,-1.1,0.82,14.25,0.0,4.75,2.0
linear_wolens,15,14.25,4,Simul_0,-1.2,0.81,14.25,0.0,4.75,2.0
linear_wolens,15,14.25,5,Simul_-1,-1.2,0.81,14.25,0.0,4.75,2.0
linear_wolens,15,14.25,6,Simul_-2,-1.2,0.81,14.25,0.0,4.75,2.0
linear_wolens,15,14.25,7,Simul_-3,-1.2,0.81,14.25,0.0,4.75,2.0
linear_wolens,15,14.25,8,Simul_-4,-1.1,0.82,14.25,0.0,4.75,2.0
linear_wolens,16,15.2,0,Simul_+4,-1.3,0.79,15.2,0.0,5.699999999999999,2.0
linear_wolens,16,15.2,1,Simul_+3,-1.2,0.8,15.2,0.0,5.699999999999999,2.0
linear_wolens,16,15.2,2,Simul_+2,-1.2,0.8,15.2,0.0,5.699999999999999,2.0
linear_wolens,16,15.2,3,Simul_+1,-1.1,0.81,15.2,0.0,5.699999999999999,2.0
linear_wolens,16,15.2,4,Simul_0,-1.2,0.81,15.2,0.0,5.699999999999999,2.0
linear_wolens,16,15.2,5,Simul_-1,-1.1,0.81,15.2,0.0,5.699999999999999,2.0
linear_wolens,16,15.2,6,Simul_-2,-1.1,0.81,15.2,0.0,5.699999999999999,2.0
linear_wolens,16,15.2,7,Simul_-3,-1.1,0.81,15.2,0.0,5.699999999999999,2.0
linear_wolens,16,15.2,8,Simul_-4,-1.2,0.81,15.2,0.0,5.699999999999999,2.0
linear_wolens,17,16.15,0,Simul_+4,-1.3,0.79,16.15,0.0,6.649999999999999,2.0
linear_wolens,17,16.15,1,Simul_+3,-1.4,0.78,16.15,0.0,6.649999999999999,2.0
linear_wolens,17,16.15,2,Simul_+2,-1.3,0.79,16.15,0.0,6.649999999999999,2.0
linear_wolens,17,16.15,3,Simul_+1,-1.2,0.8,16.15,0.0,6.649999999999999,2.0
linear_wolens,17,16.15,4,Simul_0,-1.4,0.78,16.15,0.0,6.649999999999999,2.0
linear_wolens,17,16.15,5,Simul_-1,-1.3,0.79,16.15,0.0,6.649999999999999,2.0
linear_wolens,17,16.15,6,Simul_-2,-1.3,0.8,16.15,0.0,6.649999999999999,2.0
linear_wolens,17,16.15,7,Simul_-3,-1.3,0.79,16.15,0.0,6.649999999999999,2.0
linear_wolens,17,16.15,8,Simul_-4,-1.2,0.81,16.15,0.0,6.649999999999999,2.0
linear_wolens,18,17.1,0,Simul_+4,-1.9,0.7,17.1,0.0,7.600000000000001,2.0
linear_wolens,18,17.1,1,Simul_+3,-2.0,0.7,17.1,0.0,7.600000000000001,2.0
linear_wolens,18,17.1,2,Simul_+2,-1.9,0.71,17.1,0.0,7.600000000000001,2.0
linear_wolens,18,17.1,3,Simul_+1,-2.0,0.7,17.1,0.0,7.600000000000001,2.0
linear_wolens,18,17.1,4,Simul_0,-2.1,0.68,17.1,0.0,7.600000000000001,2.0
linear_wolens,18,17.1,5,Simul_-1,-2.1,0.68,17.1,0.0,7.600000000000001,2.0
linear_wolens,18,17.1,6,Simul_-2,-2.0,0.69,17.1,0.0,7.600000000000001,2.0
linear_wolens,18,17.1,7,Simul_-3,-2.0,0.69,17.1,0.0,7.600000000000001,2.0
linear_wolens,18,17.1,8,Simul_-4,-2.0,0.69,17.1,0.0,7.600000000000001,2.0
linear_wolens,19,18.05,0,Simul_+4,-2.4,0.65,18.05,0.0,8.55,2.0
linear_wolens,19,18.05,1,Simul_+3,-2.2,0.67,18.05,0.0,8.55,2.0
linear_wolens,19,18.05,2,Simul_+2,-2.3,0.66,18.05,0.0,8.55,2.0
linear_wolens,19,18.05,3,Simul_+1,-2.5,0.63,18.05,0.0,8.55,2.0
linear_wolens,19,18.05,4,Simul_0,-2.4,0.65,18.05,0.0,8.55,2.0
linear_wolens,19,18.05,5,Simul_-1,-2.1,0.68,18.05,0.0,8.55,2.0
linear_wolens,19,18.05,6,Simul_-2,-2.1,0.68,18.05,0.0,8.55,2.0
linear_wolens,19,18.05,7,Simul_-3,-2.2,0.67,18.05,0.0,8.55,2.0
linear_wolens,19,18.05,8,Simul_-4,-2.1,0.69,18.05,0.0,8.55,2.0
linear_wolens,20,19.0,0,Simul_+4,-3.0,0.58,19.0,0.0,9.5,2.0
linear_wolens,20,19.0,1,Simul_+3,-3.0,0.58,19.0,0.0,9.5,2.0
linear_wolens,20,19.0,2,Simul_+2,-2.9,0.59,19.0,0.0,9.5,2.0
linear_wolens,20,19.0,3,Simul_+1,-2.8,0.6,19.0,0.0,9.5,2.0
linear_wolens,20,19.0,4,Simul_0,-2.7,0.61,19.0,0.0,9.5,2.0
linear_wolens,20,19.0,5,Simul_-1,-2.6,0.62,19.0,0.0,9.5,2.0
linear_wolens,20,19.0,6,Simul_-2,-2.5,0.64,19.0,0.0,9.5,2.0
linear_wolens,20,19.0,7,Simul_-3,-2.4,0.64,19.0,0.0,9.5,2.0
linear_wolens,20,19.0,8,Simul_-4,-2.4,0.65,19.0,0.0,9.5,2.0
half_lens,0,0.0,0,Simul_+60deg,1.5,1.24,,,,
half_lens,0,0.0,1,Simul_+45deg,0.1,1.01,,,,
half_lens,0,0.0,2,Simul_+30deg,-2.6,0.63,,,,
half_lens,0,0.0,3,Simul_+15deg,-0.2,0.96,,,,
half_lens,0,0.0,4,Simul_+0deg,2.8,1.5,,,,
half_lens,0,0.0,5,Simul_-15deg,7.9,2.79,,,,
half_lens,0,0.0,6,Simul_-30deg,7.7,2.75,,,,
half_lens,0,0.0,7,Simul_-45deg,4.7,1.97,,,,
half_lens,0,0.0,8,Simul_-60deg,8.2,2.9,,,,
half_lens,1,0.79,0,Simul_+60deg,1.5,1.24,,,,
half_lens,1,0.79,1,Simul_+45deg,-0.5,0.89,,,,
half_lens,1,0.79,2,Simul_+30deg,-2.6,0.63,,,,
half_lens,1,0.79,3,Simul_+15deg,0.6,1.08,,,,
half_lens,1,0.79,4,Simul_+0deg,2.5,1.43,,,,
half_lens,1,0.79,5,Simul_-15deg,8.3,2.91,,,,
half_lens,1,0.79,6,Simul_-30deg,7.7,2.7,,,,
half_lens,1,0.79,7,Simul_-45deg,4.9,2.03,,,,
half_lens,1,0.79,8,Simul_-60deg,9.2,3.2,,,,
half_lens,2,1.57,0,Simul_+60deg,0.5,1.07,,,,
half_lens,2,1.57,1,Simul_+45deg,-0.7,0.87,,,,
half_lens,2,1.57,2,Simul_+30deg,-3.5,0.53,,,,
half_lens,2,1.57,3,Simul_+15deg,1.3,1.2,,,,
half_lens,2,1.57,4,Simul_+0deg,2.1,1.39,,,,
half_lens,2,1.57,5,Simul_-15deg,7.6,2.72,,,,
half_lens,2,1.57,6,Simul_-30deg,7.5,2.69,,,,
half_lens,2,1.57,7,Simul_-45deg,6.2,2.35,,,,
half_lens,2,1.57,8,Simul_-60deg,10.4,3.53,,,,
half_lens,3,2.36,0,Simul_+60deg,-0.6,0.89,,,,
half_lens,3,2.36,1,Simul_+45deg,-0.4,0.92,,,,
half_lens,3,2.36,2,Simul_+30deg,-3.4,0.54,,,,
half_lens,3,2.36,3,Simul_+15deg,1.9,1.33,,,,
half_lens,3,2.36,4,Simul_+0deg,2.3,1.42,,,,
half_lens,3,2.36,5,Simul_-15deg,6.4,2.38,,,,
half_lens,3,2.36,6,Simul_-30deg,6.1,2.3,,,,
half_lens,3,2.36,7,Simul_-45deg,7.6,2.72,,,,
half_lens,3,2.36,8,Simul_-60deg,10.3,3.48,,,,
half_lens,4,3.14,0,Simul_+60deg,-1.2,0.81,,,,
half_lens,4,3.14,1,Simul_+45deg,-0.3,0.94,,,,
half_lens,4,3.14,2,Simul_+30deg,-1.9,0.71,,,,
half_lens,4,3.14,3,Simul_+15deg,1.7,1.29,,,,
half_lens,4,3.14,4,Simul_+0deg,1.6,1.25,,,,
half_lens,4,3.14,5,Simul_-15deg,5.9,2.26,,,,
half_lens,4,3.14,6,Simul_-30deg,6.3,2.37,,,,
half_lens,4,3.14,7,Simul_-45deg,8.7,3.07,,,,
half_lens,4,3.14,8,Simul_-60deg,10.0,3.41,,,,
half_lens,5,3.93,0,Simul_+60deg,-1.6,0.75,,,,
half_lens,5,3.93,1,Simul_+45deg,-0.3,0.92,,,,
half_lens,5,3.93,2,Simul_+30deg,-1.5,0.74,,,,
half_lens,5,3.93,3,Simul_+15deg,1.9,1.26,,,,
half_lens,5,3.93,4,Simul_+0deg,1.6,1.22,,,,
half_lens,5,3.93,5,Simul_-15deg,4.3,1.79,,,,
half_lens,5,3.93,6,Simul_-30deg,7.0,2.54,,,,
half_lens,5,3.93,7,Simul_-45deg,10.1,3.45,,,,
half_lens,5,3.93,8,Simul_-60deg,9.4,3.22,,,,
half_lens,6,4.71,0,Simul_+60deg,-2.0,0.7,,,,
half_lens,6,4.71,1,Simul_+45deg,-0.5,0.91,,,,
half_lens,6,4.71,2,Simul_+30deg,-0.9,0.85,,,,
half_lens,6,4.71,3,Simul_+15deg,1.8,1.31,,,,
half_lens,6,4.71,4,Simul_+0deg,0.9,1.15,,,,
half_lens,6,4.71,5,Simul_-15deg,4.2,1.81,,,,
half_lens,6,4.71,6,Simul_-30deg,6.3,2.38,,,,
half_lens,6,4.71,7,Simul_-45deg,9.9,3.4,,,,
half_lens,6,4.71,8,Simul_-60deg,8.5,2.96,,,,
half_lens,7,5.5,0,Simul_+60deg,-2.1,0.68,,,,
half_lens,7,5.5,1,Simul_+45deg,-0.7,0.88,,,,
half_lens,7,5.5,2,Simul_+30deg,-1.0,0.84,,,,
half_lens,7,5.5,3,Simul_+15deg,1.2,1.21,,,,
half_lens,7,5.5,4,Simul_+0deg,0.5,1.08,,,,
half_lens,7,5.5,5,Simul_-15deg,3.2,1.59,,,,
half_lens,7,5.5,6,Simul_-30deg,7.0,2.56,,,,
half_lens,7,5.5,7,Simul_-45deg,9.8,3.4,,,,
half_lens,7,5.5,8,Simul_-60deg,7.3,2.64,,,,
half_lens,8,6.28,0,Simul_+60deg,-2.0,0.7,,,,
half_lens,8,6.28,1,Simul_+45deg,-0.7,0.88,,,,
half_lens,8,6.28,2,Simul_+30deg,-0.9,0.85,,,,
half_lens,8,6.28,3,Simul_+15deg,1.0,1.16,,,,
half_lens,8,6.28,4,Simul_+0deg,0.3,1.04,,,,
half_lens,8,6.28,5,Simul_-15deg,3.1,1.59,,,,
half_lens,8,6.28,6,Simul_-30deg,7.3,2.66,,,,
half_lens,8,6.28,7,Simul_-45deg,9.5,3.3,,,,
half_lens,8,6.28,8,Simul_-60deg,5.9,2.24,,,,
half_lens,9,7.07,0,Simul_+60deg,-2.6,0.62,,,,
half_lens,9,7.07,1,Simul_+45deg,-0.5,0.9,,,,
half_lens,9,7.07,2,Simul_+30deg,-0.9,0.84,,,,
half_lens,9,7.07,3,Simul_+15deg,0.8,1.13,,,,
half_lens,9,7.07,4,Simul_+0deg,0.0,0.99,,,,
half_lens,9,7.07,5,Simul_-15deg,3.3,1.63,,,,
half_lens,9,7.07,6,Simul_-30deg,7.5,2.7,,,,
half_lens,9,7.07,7,Simul_-45deg,8.8,3.09,,,,
half_lens,9,7.07,8,Simul_-60deg,5.5,2.17,,,,
half_lens,10,7.85,0,Simul_+60deg,-1.8,0.72,,,,
half_lens,10,7.85,1,Simul_+45deg,-1.2,0.8,,,,
half_lens,10,7.85,2,Simul_+30deg,-2.1,0.68,,,,
half_lens,10,7.85,3,Simul_+15deg,-1.1,0.81,,,,
half_lens,10,7.85,4,Simul_+0deg,-1.3,0.79,,,,
half_lens,10,7.85,5,Simul_-15deg,5.3,2.09,,,,
half_lens,10,7.85,6,Simul_-30deg,8.2,2.91,,,,
half_lens,10,7.85,7,Simul_-45deg,7.9,2.78,,,,
half_lens,10,7.85,8,Simul_-60deg,4.1,1.8,,,,
half_lens,11,8.64,0,Simul_+60deg,-2.9,0.59,,,,
half_lens,11,8.64,1,Simul_+45deg,-1.0,0.83,,,,
half_lens,11,8.64,2,Simul_+30deg,-1.1,0.82,,,,
half_lens,11,8.64,3,Simul_+15deg,-1.3,0.8,,,,
half_lens,11,8.64,4,Simul_+0deg,-0.3,0.94,,,,
half_lens,11,8.64,5,Simul_-15deg,4.5,1.87,,,,
half_lens,11,8.64,6,Simul_-30deg,8.2,2.89,,,,
half_lens,11,8.64,7,Simul_-45deg,6.8,2.51,,,,
half_lens,11,8.64,8,Simul_-60deg,4.1,1.82,,,,
half_lens,12,9.42,0,Simul_+60deg,-2.7,0.62,,,,
half_lens,12,9.42,1,Simul_+45deg,-0.9,0.85,,,,
half_lens,12,9.42,2,Simul_+30deg,-2.2,0.68,,,,
half_lens,12,9.42,3,Simul_+15deg,-2.3,0.66,,,,
half_lens,12,9.42,4,Simul_+0deg,0.7,1.1,,,,
half_lens,12,9.42,5,Simul_-15deg,5.1,2.06,,,,
half_lens,12,9.42,6,Simul_-30deg,8.3,2.93,,,,
half_lens,12,9.42,7,Simul_-45deg,5.6,2.19,,,,
half_lens,12,9.42,8,Simul_-60deg,4.3,1.87,,,,
half_lens,13,10.21,0,Simul_+60deg,-2.9,0.6,,,,
half_lens,13,10.21,1,Simul_+45deg,-0.5,0.91,,,,
half_lens,13,10.21,2,Simul_+30deg,-2.6,0.63,,,,
half_lens,13,10.21,3,Simul_+15deg,-2.6,0.63,,,,
half_lens,13,10.21,4,Simul_+0deg,1.7,1.31,,,,
half_lens,13,10.21,5,Simul_-15deg,5.7,2.23,,,,
half_lens,13,10.21,6,Simul_-30deg,7.7,2.78,,,,
half_lens,13,10.21,7,Simul_-45deg,3.7,1.72,,,,
half_lens,13,10.21,8,Simul_-60deg,4.3,1.87,,,,
half_lens,14,10.99,0,Simul_+60deg,-1.9,0.72,,,,
half_lens,14,10.99,1,Simul_+45deg,-0.2,0.96,,,,
half_lens,14,10.99,2,Simul_+30deg,-3.3,0.55,,,,
half_lens,14,10.99,3,Simul_+15deg,-2.5,0.63,,,,
half_lens,14,10.99,4,Simul_+0deg,3.7,1.74,,,,
half_lens,14,10.99,5,Simul_-15deg,6.5,2.44,,,,
half_lens,14,10.99,6,Simul_-30deg,7.2,2.63,,,,
half_lens,14,10.99,7,Simul_-45deg,2.9,1.55,,,,
half_lens,14,10.99,8,Simul_-60deg,4.4,1.89,,,,
half_lens,15,11.78,0,Simul_+60deg,-2.1,0.69,,,,
half_lens,15,11.78,1,Simul_+45deg,0.4,1.06,,,,
half_lens,15,11.78,2,Simul_+30deg,-3.8,0.5,,,,
half_lens,15,11.78,3,Simul_+15deg,-0.7,0.89,,,,
half_lens,15,11.78,4,Simul_+0deg,4.4,1.9,,,,
half_lens,15,11.78,5,Simul_-15deg,6.9,2.53,,,,
half_lens,15,11.78,6,Simul_-30deg,5.9,2.28,,,,
half_lens,15,11.78,7,Simul_-45deg,1.5,1.25,,,,
half_lens,15,11.78,8,Simul_-60deg,4.3,1.88,,,,
half_lens,16,12.56,0,Simul_+60deg,-1.4,0.77,,,,
half_lens,16,12.56,1,Simul_+45deg,1.0,1.16,,,,
half_lens,16,12.56,2,Simul_+30deg,-3.6,0.51,,,,
half_lens,16,12.56,3,Simul_+15deg,1.7,1.29,,,,
half_lens,16,12.56,4,Simul_+0deg,4.4,1.88,,,,
half_lens,16,12.56,5,Simul_-15deg,6.8,2.53,,,,
half_lens,16,12.56,6,Simul_-30deg,4.7,1.91,,,,
half_lens,16,12.56,7,Simul_-45deg,0.1,1.0,,,,
half_lens,16,12.56,8,Simul_-60deg,4.1,1.81,,,,
half_lens,17,13.35,0,Simul_+60deg,-0.4,0.93,,,,
half_lens,17,13.35,1,Simul_+45deg,0.7,1.11,,,,
half_lens,17,13.35,2,Simul_+30deg,-2.1,0.69,,,,
half_lens,17,13.35,3,Simul_+15deg,3.1,1.58,,,,
half_lens,17,13.35,4,Simul_+0deg,5.8,2.23,,,,
half_lens,17,13.35,5,Simul_-15deg,7.0,2.57,,,,
half_lens,17,13.35,6,Simul_-30deg,4.5,1.92,,,,
half_lens,17,13.35,7,Simul_-45deg,0.4,1.04,,,,
half_lens,17,13.35,8,Simul_-60deg,3.0,1.56,,,,
half_lens,18,14.13,0,Simul_+60deg,-1.2,0.8,,,,
half_lens,18,14.13,1,Simul_+45deg,1.5,1.26,,,,
half_lens,18,14.13,2,Simul_+30deg,0.1,1.01,,,,
half_lens,18,14.13,3,Simul_+15deg,5.1,2.05,,,,
half_lens,18,14.13,4,Simul_+0deg,4.8,1.98,,,,
half_lens,18,14.13,5,Simul_-15deg,5.9,2.23,,,,
half_lens,18,14.13,6,Simul_-30deg,2.2,1.39,,,,
half_lens,18,14.13,7,Simul_-45deg,-0.9,0.85,,,,
half_lens,18,14.13,8,Simul_-60deg,2.4,1.43,,,,
half_lens,19,14.92,0,Simul_+60deg,-1.0,0.84,,,,
half_lens,19,14.92,1,Simul_+45deg,2.4,1.43,,,,
half_lens,19,14.92,2,Simul_+30deg,1.4,1.19,,,,
half_lens,19,14.92,3,Simul_+15deg,5.2,2.06,,,,
half_lens,19,14.92,4,Simul_+0deg,4.2,1.83,,,,
half_lens,19,14.92,5,Simul_-15deg,5.4,2.14,,,,
half_lens,19,14.92,6,Simul_-30deg,1.5,1.26,,,,
half_lens,19,14.92,7,Simul_-45deg,-1.6,0.76,,,,
half_lens,19,14.92,8,Simul_-60deg,1.8,1.32,,,,
half_lens,20,15.7,0,Simul_+60deg,-0.1,0.97,,,,
half_lens,20,15.7,1,Simul_+45deg,3.0,1.57,,,,
half_lens,20,15.7,2,Simul_+30deg,5.2,2.08,,,,
half_lens,20,15.7,3,Simul_+15deg,5.7,2.21,,,,
half_lens,20,15.7,4,Simul_+0deg,4.1,1.82,,,,
half_lens,20,15.7,5,Simul_-15deg,4.2,1.84,,,,
half_lens,20,15.7,6,Simul_-30deg,0.8,1.12,,,,
half_lens,20,15.7,7,Simul_-45deg,-2.2,0.67,,,,
half_lens,20,15.7,8,Simul_-60deg,1.1,1.19,,,,
half_lens,21,16.49,0,Simul_+60deg,0.5,1.08,,,,
half_lens,21,16.49,1,Simul_+45deg,4.6,1.92,,,,
half_lens,21,16.49,2,Simul_+30deg,6.0,2.25,,,,
half_lens,21,16.49,3,Simul_+15deg,6.0,2.3,,,,
half_lens,21,16.49,4,Simul_+0deg,4.1,1.83,,,,
half_lens,21,16.49,5,Simul_-15deg,3.4,1.64,,,,
half_lens,21,16.49,6,Simul_-30deg,0.6,1.09,,,,
half_lens,21,16.49,7,Simul_-45deg,-2.3,0.66,,,,
half_lens,21,16.49,8,Simul_-60deg,0.8,1.13,,,,
half_lens,22,17.27,0,Simul_+60deg,-0.0,0.99,,,,
half_lens,22,17.27,1,Simul_+45deg,6.3,2.39,,,,
half_lens,22,17.27,2,Simul_+30deg,7.0,2.57,,,,
half_lens,22,17.27,3,Simul_+15deg,5.4,2.14,,,,
half_lens,22,17.27,4,Simul_+0deg,3.3,1.63,,,,
half_lens,22,17.27,5,Simul_-15deg,2.7,1.5,,,,
half_lens,22,17.27,6,Simul_-30deg,0.3,1.03,,,,
half_lens,22,17.27,7,Simul_-45deg,-1.9,0.71,,,,
half_lens,22,17.27,8,Simul_-60deg,0.9,1.15,,,,
half_lens,23,18.06,0,Simul_+60deg,0.5,1.07,,,,
half_lens,23,18.06,1,Simul_+45deg,7.6,2.73,,,,
half_lens,23,18.06,2,Simul_+30deg,7.3,2.63,,,,
half_lens,23,18.06,3,Simul_+15deg,5.4,2.14,,,,
half_lens,23,18.06,4,Simul_+0deg,3.5,1.67,,,,
half_lens,23,18.06,5,Simul_-15deg,2.5,1.46,,,,
half_lens,23,18.06,6,Simul_-30deg,0.6,1.1,,,,
half_lens,23,18.06,7,Simul_-45deg,-1.2,0.8,,,,
half_lens,23,18.06,8,Simul_-60deg,1.8,1.32,,,,
half_lens,24,18.84,0,Simul_+60deg,0.2,1.01,,,,
half_lens,24,18.84,1,Simul_+45deg,8.9,3.1,,,,
half_lens,24,18.84,2,Simul_+30deg,7.1,2.59,,,,
half_lens,24,18.84,3,Simul_+15deg,4.5,1.88,,,,
half_lens,24,18.84,4,Simul_+0deg,2.9,1.54,,,,
half_lens,24,18.84,5,Simul_-15deg,1.8,1.32,,,,
half_lens,24,18.84,6,Simul_-30deg,0.6,1.1,,,,
half_lens,24,18.84,7,Simul_-45deg,-0.7,0.87,,,,
half_lens,24,18.84,8,Simul_-60deg,2.6,1.47,,,,
half_lens,25,19.63,0,Simul_+60deg,1.0,1.16,,,,
half_lens,25,19.63,1,Simul_+45deg,9.8,3.37,,,,
half_lens,25,19.63,2,Simul_+30deg,6.9,2.53,,,,
half_lens,25,19.63,3,Simul_+15deg,4.3,1.8,,,,
half_lens,25,19.63,4,Simul_+0deg,2.3,1.41,,,,
half_lens,25,19.63,5,Simul_-15deg,2.1,1.36,,,,
half_lens,25,19.63,6,Simul_-30deg,1.1,1.17,,,,
half_lens,25,19.63,7,Simul_-45deg,-0.1,0.97,,,,
half_lens,25,19.63,8,Simul_-60deg,3.5,1.67,,,,
half_lens,26,20.41,0,Simul_+60deg,3.1,1.59,,,,
half_lens,26,20.41,1,Simul_+45deg,10.0,3.39,,,,
half_lens,26,20.41,2,Simul_+30deg,7.2,2.62,,,,
half_lens,26,20.41,3,Simul_+15deg,3.2,1.6,,,,
half_lens,26,20.41,4,Simul_+0deg,1.3,1.2,,,,
half_lens,26,20.41,5,Simul_-15deg,2.6,1.47,,,,
half_lens,26,20.41,6,Simul_-30deg,1.0,1.14,,,,
half_lens,26,20.41,7,Simul_-45deg,-0.2,0.95,,,,
half_lens,26,20.41,8,Simul_-60deg,3.5,1.67,,,,
half_lens,27,21.2,0,Simul_+60deg,3.7,1.72,,,,
half_lens,27,21.2,1,Simul_+45deg,10.8,3.68,,,,
half_lens,27,21.2,2,Simul_+30deg,7.4,2.67,,,,
half_lens,27,21.2,3,Simul_+15deg,1.8,1.31,,,,
half_lens,27,21.2,4,Simul_+0deg,0.9,1.14,,,,
half_lens,27,21.2,5,Simul_-15deg,3.0,1.56,,,,
half_lens,27,21.2,6,Simul_-30deg,1.7,1.3,,,,
half_lens,27,21.2,7,Simul_-45deg,1.1,1.17,,,,
half_lens,27,21.2,8,Simul_-60deg,4.3,1.88,,,,
half_lens,28,21.98,0,Simul_+60deg,5.2,2.11,,,,
half_lens,28,21.98,1,Simul_+45deg,11.1,3.77,,,,
half_lens,28,21.98,2,Simul_+30deg,7.0,2.54,,,,
half_lens,28,21.98,3,Simul_+15deg,1.4,1.22,,,,
half_lens,28,21.98,4,Simul_+0deg,0.4,1.05,,,,
half_lens,28,21.98,5,Simul_-15deg,3.4,1.66,,,,
half_lens,28,21.98,6,Simul_-30deg,1.7,1.29,,,,
half_lens,28,21.98,7,Simul_-45deg,1.1,1.19,,,,
half_lens,28,21.98,8,Simul_-60deg,4.3,1.85,,,,
half_lens,29,22.77,0,Simul_+60deg,6.0,2.32,,,,
half_lens,29,22.77,1,Simul_+45deg,11.0,3.76,,,,
half_lens,29,22.77,2,Simul_+30deg,6.5,2.42,,,,
half_lens,29,22.77,3,Simul_+15deg,1.1,1.17,,,,
half_lens,29,22.77,4,Simul_+0deg,-0.0,0.99,,,,
half_lens,29,22.77,5,Simul_-15deg,3.7,1.71,,,,
